seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,hazard,nbumps,nbumps2,nbumps3,nbumps4,nbumps5,energy,class,log_genergy,log_gpuls,log_gdenergy,log_gdpuls,log_energy
0.0,0.0,0.0,560,7,-84,-82,0.0,0,0,0,0,0,0,0,6.327936783729195,1.9459101490553132,2.5649493574615367,2.70805020110221,0.0
0.0,0.0,0.0,1100,6,-66,-85,0.0,0,0,0,0,0,0,0,7.003065458786462,1.791759469228055,3.4339872044851463,2.4849066497880004,0.0
0.0,0.0,0.0,3180,11,4,-72,0.0,0,0,0,0,0,0,0,8.064636475774222,2.3978952727983707,4.61512051684126,3.2188758248682006,0.0
0.0,0.0,0.0,4350,22,48,-45,0.0,0,0,0,0,0,0,0,8.37793112408273,3.091042453358316,4.976733742420574,3.9512437185814275,0.0
0.0,0.0,0.0,5090,35,63,-12,0.0,0,0,0,0,0,0,0,8.53503310954457,3.5553480614894135,5.075173815233827,4.442651256490317,0.0
0.0,0.0,0.0,2440,16,-27,-60,0.0,0,0,0,0,0,0,0,7.799753318287247,2.772588722239781,4.248495242049359,3.6109179126442243,0.0
0.0,0.0,0.0,950,46,-68,15,0.0,0,0,0,0,0,0,0,6.856461984594587,3.828641396489095,3.367295829986474,4.718498871295094,0.0
0.0,0.0,0.0,2440,63,-10,58,0.0,0,0,0,0,0,0,0,7.799753318287247,4.143134726391533,4.465908118654584,5.043425116919247,0.0
0.0,0.0,0.0,1820,55,-34,38,0.0,0,0,0,0,0,0,0,7.506591780070841,4.007333185232471,4.143134726391533,4.90527477843843,0.0
0.0,0.0,0.0,1650,46,-37,15,0.0,0,0,0,0,0,0,0,7.408530566894626,3.828641396489095,4.0943445622221,4.718498871295094,0.0
0.0,0.0,0.0,4310,66,83,65,0.0,0,0,0,0,0,0,0,8.368693183097793,4.189654742026425,5.19295685089021,5.087596335232384,0.0
0.0,0.0,0.0,4200,74,54,85,0.0,0,0,0,0,0,0,0,8.34283980427146,4.30406509320417,5.017279836814924,5.204006687076795,0.0
0.0,1.0,0.0,7130,105,134,142,1.0,0,0,0,0,0,0,0,8.872066513408342,4.653960350157523,5.442417710521793,5.476463551931511,0.0
0.0,1.0,0.0,5630,98,64,86,0.0,0,0,0,0,0,0,0,8.635864721133736,4.584967478670572,5.081404364984463,5.209486152841421,0.0
0.0,1.0,0.0,5660,118,59,95,0.0,0,0,0,0,0,0,0,8.641179171197228,4.770684624465665,5.049856007249537,5.2574953720277815,0.0
0.0,1.0,0.0,7190,123,98,79,1.0,0,0,0,0,0,0,0,8.880446450715093,4.812184355372417,5.272999558563747,5.170483995038151,0.0
0.0,1.0,0.0,6220,111,52,40,1.0,0,0,0,0,0,0,0,8.735525185733225,4.709530201312334,5.003946305945459,4.919980925828125,0.0
0.0,1.0,0.0,4030,127,-13,48,1.0,0,0,0,0,0,0,0,8.301521654940728,4.844187086458591,4.430816798843313,4.976733742420574,0.0
0.0,1.0,0.0,8670,151,-25,-58,0.0,0,0,0,0,0,0,0,9.067624069774588,5.017279836814924,4.276666119016055,3.6635616461296463,0.0
0.0,1.0,0.0,7510,169,-35,-53,0.0,0,0,0,0,0,0,0,8.92399074475818,5.1298987149230735,4.127134385045092,3.784189633918261,0.0
0.0,1.0,0.0,3110,164,-73,-54,0.0,0,0,0,0,0,0,0,8.04237800517328,5.099866427824199,3.1780538303479458,3.7612001156935624,0.0
0.0,1.0,0.0,5550,168,-52,-53,0.0,0,0,0,0,0,0,0,8.62155320674048,5.123963979403259,3.8066624897703196,3.784189633918261,0.0
0.0,1.0,0.0,7560,133,-34,-47,0.0,1,0,1,0,0,4000,0,8.930626469173578,4.890349128221754,4.143134726391533,3.912023005428146,8.294299608857235
0.0,0.0,0.0,3610,154,-67,-55,0.0,0,0,0,0,0,0,0,8.191463051326927,5.0369526024136295,3.4011973816621555,3.7376696182833684,0.0
0.0,0.0,0.0,4490,177,-60,-49,0.0,0,0,0,0,0,0,0,8.4096079807363,5.176149732573829,3.6109179126442243,3.871201010907891,0.0
0.0,0.0,0.0,3100,184,-72,-47,0.0,0,0,0,0,0,0,0,8.039157390473237,5.214935757608986,3.2188758248682006,3.912023005428146,0.0
0.0,0.0,1.0,18470,525,-46,-41,0.0,0,0,0,0,0,0,0,9.823903073193286,6.263398262591624,3.9318256327243257,4.02535169073515,0.0
0.0,0.0,1.0,17220,529,-50,-41,0.0,0,0,0,0,0,0,0,9.753826777981722,6.270988431858299,3.8501476017100584,4.02535169073515,0.0
0.0,0.0,1.0,25010,524,-27,-41,0.0,0,0,0,0,0,0,0,10.127031023871664,6.261491684321042,4.248495242049359,4.02535169073515,0.0
0.0,0.0,1.0,17540,252,-23,-48,0.0,0,0,0,0,0,0,0,9.772239265926174,5.529429087511423,4.30406509320417,3.8918202981106265,0.0
0.0,0.0,1.0,15170,414,-56,-54,0.0,0,0,0,0,0,0,0,9.627075072342578,6.025865973825314,3.713572066704308,3.7612001156935624,0.0
0.0,0.0,1.0,79240,1381,124,47,0.0,0,0,0,0,0,0,1,11.280236500812487,7.2305631534092925,5.3981627015177525,4.969813299576001,0.0
0.0,0.0,1.0,103380,2701,193,187,0.0,1,0,0,0,1,200000,0,11.546166798750031,7.901377353792616,5.66988092298052,5.648974238161206,12.206077645517674
0.0,0.0,1.0,38230,835,61,63,0.0,0,0,0,0,0,0,0,10.551375826690458,6.727431724850855,5.062595033026967,5.075173815233827,0.0
0.0,0.0,1.0,43380,693,83,36,0.0,0,0,0,0,0,0,0,10.677753784380865,6.541029999189903,5.19295685089021,4.890349128221754,0.0
0.0,0.0,1.0,26450,529,12,3,0.0,0,0,0,0,0,0,0,10.183011437286446,6.270988431858299,4.6913478822291435,4.605170185988092,0.0
0.0,0.0,1.0,27450,512,16,0,0.0,1,1,0,0,0,300,0,10.220121446937677,6.238324625039508,4.727387818712341,4.574710978503383,5.707110264748875
0.0,0.0,1.0,25750,494,9,-3,0.0,0,0,0,0,0,0,0,10.156189906091882,6.202535517187923,4.663439094112067,4.543294782270004,0.0
0.0,0.0,1.0,23310,242,-2,-53,0.0,1,1,0,0,0,700,0,10.056637732029802,5.488937726156687,4.553876891600541,3.784189633918261,6.55250788703459
1.0,0.0,1.0,26170,388,23,-19,0.0,0,0,0,0,0,0,0,10.172368995524192,5.961005339623274,4.787491742782046,4.356708826689592,0.0
1.0,0.0,1.0,42450,429,99,-10,0.0,0,0,0,0,0,0,0,10.656082191739493,6.061456918928017,5.278114659230517,4.465908118654584,0.0
1.0,0.0,1.0,63560,317,198,-33,0.0,0,0,0,0,0,0,0,11.059739620650653,5.75890177387728,5.68697535633982,4.1588830833596715,0.0
1.0,0.0,1.0,58720,513,175,8,0.0,0,0,0,0,0,0,0,10.980535663288396,6.240275845170769,5.605802066295998,4.653960350157523,0.0
1.0,0.0,1.0,31010,512,45,7,0.0,0,0,0,0,0,0,0,10.342065012094494,6.238324625039508,4.955827057601261,4.6443908991413725,0.0
1.0,0.0,1.0,31450,286,47,-40,0.0,0,0,0,0,0,0,0,10.356154262128587,5.655991810819852,4.969813299576001,4.04305126783455,0.0
1.0,0.0,1.0,31310,504,47,6,0.0,0,0,0,0,0,0,0,10.351692814320451,6.222576268071369,4.969813299576001,4.634728988229636,0.0
1.0,0.0,1.0,27020,294,334,-5,1.0,0,0,0,0,0,0,0,10.20433261151419,5.683579767338681,6.066108090103747,4.5217885770490405,0.0
0.0,0.0,0.0,10160,278,-5,15,0.0,0,0,0,0,0,0,0,9.226213721132472,5.627621113690637,4.5217885770490405,4.718498871295094,0.0
0.0,0.0,0.0,18820,299,75,24,0.0,1,0,1,0,0,4000,0,9.842675413139371,5.700443573390687,5.147494476813453,4.795790545596741,8.294299608857235
0.0,0.0,0.0,13780,289,28,20,0.0,0,0,0,0,0,0,0,9.53097354456765,5.666426688112432,4.8283137373023015,4.762173934797756,0.0
0.0,0.0,1.0,14080,172,-38,-65,0.0,0,0,0,0,0,0,0,9.552510629712033,5.147494476813453,4.07753744390572,3.4657359027997265,0.0
0.0,0.0,1.0,11690,235,-48,-52,0.0,0,0,0,0,0,0,0,9.366489054466115,5.459585514144159,3.8918202981106265,3.8066624897703196,0.0
0.0,0.0,1.0,33500,231,48,-53,0.0,0,0,0,0,0,0,0,10.419300717813158,5.442417710521793,4.976733742420574,3.784189633918261,0.0
0.0,0.0,1.0,58190,419,158,-14,0.0,0,0,0,0,0,0,0,10.971468797650715,6.037870919922137,5.541263545158426,4.418840607796598,0.0
0.0,0.0,1.0,31390,362,39,-26,0.0,0,0,0,0,0,0,0,10.354244649836,5.8916442118257715,4.912654885736052,4.2626798770413155,0.0
0.0,1.0,1.0,25850,476,1,-6,0.0,0,0,0,0,0,0,0,10.160065879936575,6.16541785423142,4.584967478670572,4.51085950651685,0.0
0.0,1.0,1.0,23040,392,-10,-22,0.0,0,0,0,0,0,0,0,10.044987114809828,5.971261839790462,4.465908118654584,4.31748811353631,0.0
0.0,1.0,1.0,15300,295,-40,-41,0.0,0,0,0,0,0,0,0,9.635608107380527,5.68697535633982,4.04305126783455,4.02535169073515,0.0
0.0,1.0,1.0,14050,228,-45,-55,0.0,0,0,0,0,0,0,0,9.550377674761892,5.429345628954441,3.9512437185814275,3.7376696182833684,0.0
0.0,1.0,1.0,9450,209,-63,-59,0.0,0,0,0,0,0,0,0,9.153770020487789,5.342334251964811,3.5263605246161616,3.6375861597263857,0.0
0.0,1.0,1.0,36250,361,42,-28,0.0,0,0,0,0,0,0,0,10.49819466028282,5.8888779583328805,4.9344739331306915,4.23410650459726,0.0
0.0,1.0,1.0,24570,327,-4,-35,0.0,0,0,0,0,0,0,0,10.109281465515226,5.7899601708972535,4.532599493153256,4.127134385045092,0.0
0.0,1.0,1.0,26860,319,5,-37,0.0,0,0,0,0,0,0,0,10.198393470077228,5.765191102784844,4.624972813284271,4.0943445622221,0.0
0.0,1.0,1.0,16000,313,-38,-36,0.0,0,0,0,0,0,0,0,9.680344001221918,5.746203190540153,4.07753744390572,4.110873864173311,0.0
0.0,1.0,1.0,21860,196,-16,-60,0.0,0,0,0,0,0,0,0,9.99241376173053,5.278114659230517,4.394449154672439,3.6109179126442243,0.0
0.0,1.0,1.0,12900,201,-50,-59,0.0,0,0,0,0,0,0,0,9.464982590349763,5.303304908059076,3.8501476017100584,3.6375861597263857,0.0
0.0,1.0,1.0,27590,314,6,-35,0.0,0,0,0,0,0,0,0,10.225208667211332,5.749392985908253,4.634728988229636,4.127134385045092,0.0
0.0,1.0,1.0,15010,368,-42,-24,0.0,1,1,0,0,0,800,0,9.616471924627508,5.908082938168931,4.007333185232471,4.290459441148391,6.68586094706836
0.0,1.0,1.0,9970,323,-62,-33,0.0,0,0,0,0,0,0,0,9.207335862955883,5.777652323222656,3.5553480614894135,4.1588830833596715,0.0
0.0,1.0,1.0,18970,301,-27,-38,0.0,1,0,1,0,0,1000,0,9.85061406292906,5.707110264748875,4.248495242049359,4.07753744390572,6.90875477931522
0.0,1.0,1.0,13000,311,-50,-36,0.0,0,0,0,0,0,0,0,9.472704636443673,5.739792912179234,3.8501476017100584,4.110873864173311,0.0
0.0,1.0,0.0,14970,409,39,69,0.0,0,0,0,0,0,0,0,9.613803477413674,6.013715156042802,4.912654885736052,5.111987788356544,0.0
0.0,1.0,0.0,14390,329,34,36,0.0,0,0,0,0,0,0,0,9.574288799881414,5.796057750765372,4.875197323201151,4.890349128221754,0.0
0.0,1.0,0.0,6790,238,-37,-2,0.0,0,0,0,0,0,0,0,8.823206220552741,5.472270673671475,4.0943445622221,4.553876891600541,0.0
0.0,1.0,1.0,38430,406,54,-10,0.0,0,0,0,0,0,0,0,10.556593683558889,6.0063531596017325,5.017279836814924,4.465908118654584,0.0
0.0,1.0,1.0,29380,381,18,-15,0.0,0,0,0,0,0,0,0,10.288069449727868,5.942799375126701,4.74493212836325,4.406719247264253,0.0
0.0,1.0,1.0,35720,306,43,-32,0.0,0,0,0,0,0,0,0,10.483466034990435,5.723585101952381,4.941642422609304,4.174387269895637,0.0
0.0,1.0,1.0,22990,395,-8,-12,0.0,0,0,0,0,0,0,0,10.042814617757227,5.978885764901122,4.48863636973214,4.442651256490317,0.0
0.0,1.0,1.0,15190,367,-39,-18,0.0,0,0,0,0,0,0,0,9.628392595589819,5.905361848054571,4.060443010546419,4.3694478524670215,0.0
0.0,1.0,1.0,34750,368,36,-17,0.0,0,0,0,0,0,0,0,10.455934850992938,5.908082938168931,4.890349128221754,4.382026634673881,0.0
0.0,1.0,1.0,84880,807,233,82,0.0,1,1,0,0,0,800,0,11.348993773287864,6.693323668269949,5.799092654460526,5.187385805840755,6.68586094706836
0.0,1.0,1.0,45560,591,79,33,0.0,0,0,0,0,0,0,0,10.726785417561118,6.3818160174060985,5.170483995038151,4.867534450455582,0.0
0.0,1.0,1.0,36940,439,45,-1,0.0,0,0,0,0,0,0,0,10.517050253753231,6.0844994130751715,4.955827057601261,4.564348191467836,0.0
0.0,1.0,1.0,28960,444,14,0,0.0,1,1,0,0,0,300,0,10.273670846499652,6.095824562432225,4.709530201312334,4.574710978503383,5.707110264748875
0.0,1.0,1.0,22260,493,-13,11,0.0,1,1,0,0,0,900,0,10.010546624829535,6.20050917404269,4.430816798843313,4.68213122712422,6.803505257608338
0.0,1.0,1.0,14370,338,-44,-24,0.0,1,1,0,0,0,400,0,9.57289797907307,5.823045895483019,3.970291913552122,4.290459441148391,5.993961427306569
0.0,1.0,1.0,16480,401,-35,-10,0.0,0,0,0,0,0,0,0,9.709902803463462,5.993961427306569,4.127134385045092,4.465908118654584,0.0
0.0,1.0,0.0,14300,275,33,14,0.0,0,0,0,0,0,0,0,9.568014816247999,5.616771097666572,4.867534450455582,4.709530201312334,0.0
0.0,1.0,0.0,12280,290,14,20,0.0,0,0,0,0,0,0,0,9.415727201701133,5.66988092298052,4.709530201312334,4.762173934797756,0.0
0.0,1.0,0.0,11140,295,4,22,0.0,0,0,0,0,0,0,0,9.318297513481275,5.68697535633982,4.61512051684126,4.77912349311153,0.0
0.0,1.0,0.0,4500,207,-58,-14,0.0,0,0,0,0,0,0,0,8.411832675758411,5.332718793265369,3.6635616461296463,4.418840607796598,0.0
0.0,1.0,0.0,7400,206,-31,-15,0.0,0,0,0,0,0,0,0,8.909235279192261,5.327876168789581,4.189654742026425,4.406719247264253,0.0
0.0,1.0,0.0,9380,234,-13,-3,0.0,0,0,0,0,0,0,0,9.14633504200027,5.455321115357702,4.430816798843313,4.543294782270004,0.0
0.0,1.0,0.0,11550,204,8,-16,0.0,1,1,0,0,0,600,0,9.35444071594994,5.318119993844216,4.653960350157523,4.394449154672439,6.398594934535208
0.0,1.0,0.0,10070,243,-6,0,0.0,0,0,0,0,0,0,0,9.217315985712608,5.493061443340548,4.51085950651685,4.574710978503383,0.0
0.0,1.0,0.0,5940,182,-41,-21,0.0,0,0,0,0,0,0,0,8.68946441235669,5.204006687076795,4.02535169073515,4.330733340286331,0.0
0.0,1.0,0.0,7860,165,-21,-28,0.0,0,0,0,0,0,0,0,8.969541885423252,5.10594547390058,4.330733340286331,4.23410650459726,0.0
0.0,1.0,0.0,5420,163,-46,-29,0.0,0,0,0,0,0,0,0,8.597851094433691,5.093750200806762,3.9318256327243257,4.219507705176107,0.0
0.0,1.0,0.0,7440,130,-26,-43,0.0,0,0,0,0,0,0,0,8.914626127827137,4.867534450455582,4.2626798770413155,3.9889840465642745,0.0
0.0,1.0,0.0,8550,205,-15,-11,0.0,0,0,0,0,0,0,0,9.053686561930807,5.3230099791384085,4.406719247264253,4.454347296253507,0.0
0.0,1.0,0.0,11150,201,11,-12,0.0,0,0,0,0,0,0,0,9.319194776888265,5.303304908059076,4.68213122712422,4.442651256490317,0.0
0.0,1.0,0.0,6510,187,-35,-19,0.0,0,0,0,0,0,0,0,8.781094735202615,5.231108616854587,4.127134385045092,4.356708826689592,0.0
0.0,1.0,0.0,5000,163,-50,-29,0.0,0,0,0,0,0,0,0,8.517193191416238,5.093750200806762,3.8501476017100584,4.219507705176107,0.0
0.0,1.0,0.0,6550,163,-33,-29,0.0,0,0,0,0,0,0,0,8.787220328629298,5.093750200806762,4.1588830833596715,4.219507705176107,0.0
0.0,1.0,0.0,5880,175,-40,-24,0.0,0,0,0,0,0,0,0,8.679312040892672,5.1647859739235145,4.04305126783455,4.290459441148391,0.0
0.0,1.0,0.0,8290,229,-15,0,0.0,0,0,0,0,0,0,0,9.022805248129341,5.43372200355424,4.406719247264253,4.574710978503383,0.0
0.0,1.0,0.0,6790,194,-30,-15,0.0,0,0,0,0,0,0,0,8.823206220552741,5.267858159063328,4.204692619390966,4.406719247264253,0.0
0.0,1.0,0.0,7170,170,-27,-26,0.0,0,0,0,0,0,0,0,8.877660933593667,5.135798437050262,4.248495242049359,4.2626798770413155,0.0
0.0,1.0,0.0,8780,226,-10,-1,0.0,0,0,0,0,0,0,0,9.080231686629162,5.420534999272286,4.465908118654584,4.564348191467836,0.0
0.0,1.0,1.0,16980,451,-30,-38,0.0,0,0,0,0,0,0,0,9.739791459865339,6.111467339502679,4.204692619390966,4.07753744390572,0.0
0.0,1.0,1.0,21910,695,-10,-4,0.0,1,1,0,0,0,300,0,9.994698432589512,6.543911845564792,4.465908118654584,4.532599493153256,5.707110264748875
0.0,1.0,1.0,28130,304,15,-28,0.0,1,0,1,0,0,6000,0,10.244591901483902,5.717027701406222,4.718498871295094,4.23410650459726,8.699681400989514
0.0,1.0,1.0,28210,618,15,47,0.0,0,0,0,0,0,0,0,10.247431803996042,6.42648845745769,4.718498871295094,4.969813299576001,0.0
0.0,1.0,1.0,21060,242,-14,-42,0.0,0,0,0,0,0,0,1,9.955130785687967,5.488937726156687,4.418840607796598,4.007333185232471,0.0
0.0,1.0,1.0,22130,390,-10,-7,0.0,2,1,0,1,0,30300,0,10.004689433045096,5.966146739123692,4.465908118654584,4.499809670330265,10.318935994253193
0.0,1.0,0.0,9860,324,7,46,0.0,0,0,0,0,0,0,0,9.19624144759668,5.780743515792329,4.6443908991413725,4.962844630259907,0.0
0.0,1.0,1.0,18830,201,-23,-52,0.0,0,0,0,0,0,0,0,9.843206621651198,5.303304908059076,4.30406509320417,3.8066624897703196,0.0
0.0,1.0,1.0,34360,604,40,44,0.0,0,0,0,0,0,0,0,10.444648376098192,6.403574197934815,4.919980925828125,4.948759890378168,0.0
0.0,1.0,0.0,15640,517,67,72,0.0,0,0,0,0,0,0,0,9.657587014099303,6.248042874508429,5.099866427824199,5.1298987149230735,0.0
1.0,1.0,0.0,19760,445,114,101,0.0,0,0,0,0,0,0,0,9.89141497130186,6.09807428216624,5.351858133476067,5.288267030694535,0.0
1.0,1.0,0.0,11660,330,26,49,0.0,0,0,0,0,0,0,0,9.363919459904483,5.799092654460526,4.812184355372417,4.983606621708336,0.0
1.0,1.0,1.0,17390,278,-31,-32,0.0,1,1,0,0,0,600,0,9.763650607348328,5.627621113690637,4.189654742026425,4.174387269895637,6.398594934535208
1.0,1.0,1.0,41300,336,64,-17,0.0,1,0,1,0,0,4000,0,10.628617778949124,5.817111159963204,5.081404364984463,4.382026634673881,8.294299608857235
1.0,1.0,1.0,26880,317,6,-22,0.0,0,0,0,0,0,0,0,10.199137794637085,5.75890177387728,4.634728988229636,4.31748811353631,0.0
1.0,1.0,1.0,30820,389,22,-4,0.0,0,0,0,0,0,0,0,10.335919108874107,5.963579343618446,4.77912349311153,4.532599493153256,0.0
1.0,1.0,1.0,20610,274,-18,-33,0.0,0,0,0,0,0,0,0,9.933531673884504,5.6131281063880705,4.3694478524670215,4.1588830833596715,0.0
1.0,1.0,1.0,47470,466,88,14,0.0,0,0,0,0,0,0,0,10.767853211545363,6.144185634125646,5.220355825078324,4.709530201312334,0.0
1.0,0.0,1.0,49510,521,89,27,0.0,0,0,0,0,0,0,1,10.80992994835547,6.255750041753367,5.225746673713202,4.820281565605037,0.0
1.0,0.0,1.0,87260,2457,275,258,0.0,1,0,0,1,0,80000,0,11.3766474466776,7.806696372521179,5.918893854273146,5.872117789475416,11.289794413577894
1.0,0.0,1.0,30060,1135,29,66,0.0,0,0,0,0,0,0,0,10.310950663306965,7.034387929915503,4.836281906951478,5.093750200806762,0.0
1.0,0.0,0.0,23670,721,153,140,0.0,1,1,0,0,0,300,0,10.071963702508029,6.580639137284949,5.521460917862246,5.4680601411351315,5.707110264748875
1.0,0.0,0.0,15600,548,67,83,0.0,0,0,0,0,0,0,0,9.655026193237628,6.306275286948016,5.099866427824199,5.19295685089021,0.0
1.0,0.0,1.0,13520,528,-42,-23,0.0,0,0,0,0,0,0,0,9.511925349596956,6.269096283706261,4.007333185232471,4.30406509320417,0.0
1.0,0.0,1.0,16590,324,61,17,0.0,1,1,0,0,0,300,0,9.71655538318449,5.780743515792329,5.062595033026967,4.736198448394496,5.707110264748875
1.0,0.0,1.0,10000,208,-62,-49,0.0,1,1,0,0,0,500,0,9.210340371976184,5.337538079701318,3.5553480614894135,3.871201010907891,6.2166061010848646
1.0,0.0,1.0,19140,545,-10,-12,0.0,0,0,0,0,0,0,0,9.859535665006945,6.300785794663244,4.465908118654584,4.442651256490317,0.0
1.0,0.0,1.0,34020,858,60,38,0.0,0,0,0,0,0,0,0,10.434703865949853,6.754604099487962,5.056245805348308,4.90527477843843,0.0
1.0,0.0,1.0,25400,810,19,31,0.0,0,0,0,0,0,0,0,10.142504453006628,6.697034247666484,4.7535901911063645,4.852030263919617,0.0
1.0,0.0,1.0,19910,373,-24,-2,0.0,1,0,1,0,0,5000,0,9.898977397058243,5.921578419643816,4.290459441148391,4.553876891600541,8.517393171418904
1.0,0.0,1.0,15770,549,-26,-12,0.0,0,0,0,0,0,0,0,9.665864679957084,6.3080984415095305,4.2626798770413155,4.442651256490317,0.0
1.0,0.0,1.0,19860,300,-24,-21,0.0,0,0,0,0,0,0,0,9.896462937599164,5.703782474656201,4.290459441148391,4.330733340286331,0.0
1.0,0.0,1.0,35130,859,65,38,0.0,0,0,0,0,0,0,0,10.466810745259872,6.755768921984255,5.087596335232384,4.90527477843843,0.0
1.0,0.0,1.0,26630,785,25,27,0.0,0,0,0,0,0,0,0,10.189793678807979,6.665683717782408,4.804021044733257,4.820281565605037,0.0
1.0,0.0,0.0,15280,521,63,74,0.0,0,0,0,0,0,0,0,9.634300062720511,6.255750041753367,5.075173815233827,5.14166355650266,0.0
1.0,0.0,0.0,10820,524,16,75,0.0,0,0,0,0,0,0,0,9.289151552400472,6.261491684321042,4.727387818712341,5.147494476813453,0.0
1.0,0.0,0.0,7170,278,-23,-7,0.0,0,0,0,0,0,0,0,8.877660933593667,5.627621113690637,4.30406509320417,4.499809670330265,0.0
1.0,0.0,1.0,14930,244,-46,-42,0.0,0,0,0,0,0,0,0,9.611127890533236,5.497168225293202,3.9318256327243257,4.007333185232471,0.0
1.0,0.0,1.0,20670,376,-25,-10,0.0,0,0,0,0,0,0,0,9.936438652675815,5.929589143389895,4.276666119016055,4.465908118654584,0.0
1.0,0.0,1.0,17360,380,-37,-9,0.0,0,0,0,0,0,0,0,9.761923988214342,5.940171252720432,4.0943445622221,4.477336814478207,0.0
1.0,0.0,1.0,12840,350,157,40,0.0,0,0,0,0,0,0,0,9.460320577243952,5.857933154483459,5.537334267018537,4.919980925828125,0.0
1.0,0.0,1.0,28010,693,23,3,0.0,0,0,0,0,0,0,0,10.240316868254155,6.541029999189903,4.787491742782046,4.605170185988092,0.0
1.0,0.0,0.0,17620,557,91,151,0.0,1,1,0,0,0,300,0,9.77678989949017,6.322565239927284,5.236441962829949,5.5134287461649825,5.707110264748875
1.0,0.0,1.0,12950,428,-38,-31,0.0,0,0,0,0,0,0,0,9.468851067127684,6.059123195581797,4.07753744390572,4.189654742026425,0.0
1.0,0.0,1.0,17320,586,-17,-6,0.0,0,0,0,0,0,0,0,9.759617182116425,6.373319789577012,4.382026634673881,4.51085950651685,0.0
1.0,0.0,1.0,28610,330,12,-15,0.0,2,1,1,0,0,6900,0,10.261511586044156,5.799092654460526,4.6913478822291435,4.406719247264253,8.839421607620602
1.0,0.0,1.0,16170,414,-37,6,0.0,0,0,0,0,0,0,0,9.690912952571152,6.025865973825314,4.0943445622221,4.634728988229636,0.0
1.0,0.0,1.0,15600,274,-39,-30,0.0,0,0,0,0,0,0,0,9.655026193237628,5.6131281063880705,4.060443010546419,4.204692619390966,0.0
1.0,0.0,1.0,52360,1004,150,61,0.0,0,0,0,0,0,0,0,10.865898220023837,6.911747300251674,5.5093883366279774,5.062595033026967,0.0
1.0,0.0,1.0,44960,1172,115,88,0.0,1,1,0,0,0,200,0,10.713528484567572,7.066466970136958,5.356586274672012,5.220355825078324,5.303304908059076
0.0,0.0,1.0,18580,753,-7,25,0.0,0,0,0,0,0,0,0,9.82984101236783,6.6240652277998935,4.499809670330265,4.804021044733257,0.0
0.0,0.0,0.0,12240,452,33,104,0.0,0,0,0,0,0,0,0,9.412464556066316,6.113682179832232,4.867534450455582,5.303304908059076,0.0
0.0,0.0,1.0,16840,318,-28,-17,0.0,0,0,0,0,0,0,0,9.731512287796317,5.762051382780177,4.23410650459726,4.382026634673881,0.0
0.0,0.0,1.0,15820,382,-32,0,0.0,0,0,0,0,0,0,0,9.669030241321645,5.945420608606575,4.174387269895637,4.574710978503383,0.0
0.0,0.0,1.0,17690,284,-24,-26,0.0,1,1,0,0,0,300,0,9.780754787153832,5.648974238161206,4.290459441148391,4.2626798770413155,5.707110264748875
0.0,0.0,1.0,15380,251,-34,-34,0.0,0,0,0,0,0,0,0,9.640823243059636,5.5254529391317835,4.143134726391533,4.143134726391533,0.0
0.0,0.0,0.0,9540,339,3,53,0.0,0,0,0,0,0,0,0,9.163248764442333,5.82600010738045,4.605170185988092,5.0106352940962555,0.0
0.0,0.0,0.0,18040,317,95,43,0.0,0,0,0,0,0,0,0,9.800346793616615,5.75890177387728,5.2574953720277815,4.941642422609304,0.0
0.0,0.0,0.0,8100,300,-12,35,0.0,0,0,0,0,0,0,0,8.99961934066053,5.703782474656201,4.442651256490317,4.882801922586371,0.0
0.0,0.0,0.0,8690,262,-6,18,0.0,0,0,0,0,0,0,0,9.069928218259438,5.568344503761097,4.51085950651685,4.74493212836325,0.0
0.0,0.0,0.0,7120,227,-23,2,0.0,0,0,0,0,0,0,0,8.87066300440602,5.424950017481403,4.30406509320417,4.59511985013459,0.0
0.0,0.0,0.0,8380,234,-9,6,0.0,0,0,0,0,0,0,0,9.033603193476129,5.455321115357702,4.477336814478207,4.634728988229636,0.0
0.0,0.0,0.0,5280,232,-43,5,0.0,0,0,0,0,0,0,0,8.571681376700306,5.44673737166631,3.9889840465642745,4.624972813284271,0.0
0.0,0.0,0.0,6260,268,-33,-11,0.0,0,0,0,0,0,0,0,8.741935464094144,5.5909869805108565,4.1588830833596715,4.454347296253507,0.0
0.0,0.0,0.0,6170,187,-33,-16,0.0,0,0,0,0,0,0,0,8.727454116899434,5.231108616854587,4.1588830833596715,4.394449154672439,0.0
0.0,0.0,0.0,5510,157,-40,-29,0.0,0,0,0,0,0,0,0,8.61431990214696,5.056245805348308,4.04305126783455,4.219507705176107,0.0
0.0,0.0,0.0,5780,163,-36,-25,0.0,0,0,0,0,0,0,0,8.662158961666423,5.093750200806762,4.110873864173311,4.276666119016055,0.0
0.0,0.0,0.0,6390,138,-29,-36,0.0,0,0,0,0,0,0,0,8.762489547371581,4.927253685157205,4.219507705176107,4.110873864173311,0.0
0.0,0.0,0.0,7340,213,-19,-28,0.0,0,0,0,0,0,0,0,8.901094121608562,5.3612921657094255,4.356708826689592,4.23410650459726,0.0
0.0,0.0,0.0,17730,134,97,-38,0.0,0,0,0,0,0,0,0,9.783013399068254,4.897839799950911,5.267858159063328,4.07753744390572,0.0
